osm_type,osm_id,amenity,name,cuisine,website,check_date,created_by,changing_table,changing_table:adult,entrance:kerb:height,entrance:ramp,entrance:step_count,entrance:width,phone,wheelchair:turning_circle,addr:housenumber,addr:postcode,addr:street,diet:vegetarian,email,opening_hours,addr:city,addr:country,brand,brand:wikidata,brand:wikipedia,toilets:wheelchair,contact:email,contact:phone,contact:website,addr:unit,internet_access,level,fixme,outdoor_seating,indoor_seating,alt_name,internet_access:fee,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,wheelchair,toilets:wheelchair:door_width,toilets:wheelchair:level,takeaway,check_date:diet:vegetarian,check_date:opening_hours,toilets:wheelchair:space_side,operator,OnroerendErfgoed:criteria,fax,heritage,heritage:operator,heritage:website,old_name,ref:OnroerendErfgoed,contact:facebook,contact:instagram,contact:mobile,toilets:wheelchair:accessible_via,wikidata,diet:halal,diet:vegan,payment:cards,source,name:en,name:nl,website:menu,description,disused:amenity,wikipedia,facebook,image,mapillary,addr:housename,smoking,wikimedia_commons,ramp:wheelchair,mobile,capacity,access,comment,opening_hours:signed,restaurant:type:nl,disused:shop,note,delivery,name:fr,name:el,elevator:width,bar,brewery,microbrewery,reservation,start_date,toilets,drive_through,lgbtq:signed,reservation:phone,reservation:website,strapline,survey:date,toilets:access,toilets:wheelchair:space_front,was:cuisine,was:name,was:opening_hours,was:website,check_date:diet:vegan,diet:kosher:certification,self_service,stars,payment:mastercard,payment:visa,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,opening_hours:kitchen,phone:mobile,diet:kosher,branch,diet:healthy,diet:meat,diet:non-vegetarian,diet:organic,payment:maestro,addr:state,food,air_conditioning,changing_table:location,source:geometry:date,source:geometry:ref,shop,elevator:depth,diet:sugar_free,restaurant,url,name:ar,payment:qr_code,name:de,contact:whatsapp,ref:vatin,website:booking,contact:tiktok,opening_hours:takeaway,building,historic,castle_type,building:architecture,building:levels,roof:levels,house,tourism,height,indoor
node,4395151353,restaurant,De Broers van Julienne,,https://www.debroersvanjulienne.be,,,,,0.11,no,1.0,0.94,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4397698115,restaurant,Kunthun 2,tibetan,,2023-11-10,,,,,,,,,,18,,Driekoningenstraat,,,"Mo-Fr 12:00-14:00,17:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Kunthun-2-100259369213709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4416692889,restaurant,Napo's,,https://www.napos.be,,,,,0.04,,1.0,0.99,,,56-58,,Sint-Aldegondiskaai,,info@napos.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,Terrace accesible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4434142465,restaurant,Shmos,,https://www.shmosplantbased.com,2023-11-10,,,,,,,,,,154,,Statiestraat,,,Mo 11:00-14:00; Tu-Fr 08:30-15:00; Sa-Su off,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4476445329,restaurant,'t Fonteintje,mediterranean,,,,,,,,,,+32 3 235 13 37,,80,2060.0,Kerkstraat,yes,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4476445332,restaurant,Den Druiventros,,https://www.dendruiventros.be,,,,,,,,,,,75,2060.0,Kerkstraat,,info@dendruiventros.be,Mo-Su 17:00-23:00,Antwerpen,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,Den Druiventros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4477832542,restaurant,Pasta 4 You,,,,,,,,,,,+32 487 95 66 75,,76,2060.0,Kerkstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4477832548,restaurant,Brutal,,https://www.restaurantbrutal.be,,,,,,,,,+32 3 235 91 14,,72,2060.0,Kerkstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4488301362,restaurant,de Vos & Marie,local,http://www.restaurantmarie.be/,2023-11-09,,,,,,,,,,42,,Boomgaardstraat,,,Mo-Fr 10:00-15:00,,,,,,,,,,,,,,,,,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4533908790,restaurant,PASTA-HIPPO-VINO,italian,https://www.pasta-hippo-vino.be,,,,,0.04,no,1.0,0.74,,no,1,2000.0,Pelgrimstraat,yes,,,,,,,,no,,,,,wlan,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASTA-HIPPO-VINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4537550190,restaurant,La Volpe,,http://www.lavolpe-elzorro.be,,,,,,,,,+32 3 677 15 53,,53-55,2060.0,Lange Lobroekstraat,,,"Mo off; Tu-Fr,Su 12:00-22:00; Sa 16:00-22:00",,,,,,,,,,,,,,,,El Zorro,,,,,,,,,,,,,,,+32 3 667 15 54,,,,'t Ribbeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4537604389,restaurant,Ruby,chinese,,,,,,,,,,+32 3 236 35 22,,101,2060.0,Lange Lobroekstraat,,,"Mo,Tu,Fr,Sa 17:30-22:00; PH,Su 12:00-13:30,17:30-22:00",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4541789440,restaurant,Het Gebaar,,https://www.rogervandamme.com/,2023-04-10,,,,,,,,+32 3 232 37 10,,24,2000.0,Leopoldstraat,,info@hetgebaar.be,"Mo-Fr 11:00-18:00; Sa,Su,PH off",,,,,,,,,,,,,,yes,yes,Lunch Lounge Het Gebaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4592515603,restaurant,Aahaar,indian,https://aahaar.com,,,,,,,,,+32 473 48 52 52;+32 3 235 31 35,,23,2018.0,Lange Herentalsestraat,yes,,"Mo-Fr 12:00-15:00,17:30-21:30; Sa,Su 13:00-21:30",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4608129996,restaurant,A'Thai,thai,http://www.a-thai.be/,,,,,,,,,+32 3 646 40 03,,48,,Oude Koornmarkt,,info@a-thai.be,"Mo off; Tu-Su 12:00-14:30,17:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/restaurant.athai/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4616307362,restaurant,Bizanaat,arab,https://elwarda.be/bizanaat,,,,,,,,,,,3,2018.0,Kleinehondstraat,,,Mo-We off; Th-Su 18:00-00:00,Antwerpen,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4663295907,restaurant,Apollon,greek,https://www.griekapollonantwerpen.com,,,,,,,,,+32 3 689 98 99,,47,2000.0,Oude Koornmarkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4719923349,restaurant,Goesting,,,,,no,no,0.12,,1.0,1.2,,no,,,,no,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,yes,,,,hellend vlak is beschikbaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4729916694,restaurant,1° de janeiro da Rosinha,portuguese,,,,,,,,,,+32 486 78 29 61;+32 486 86 66 26,,9,2060.0,Vondelstraat,,,,,,,,,,,,,,,,,,,Cantinho da Rosinha; Janeiro da Rosinha; 1° de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730799358,restaurant,Cucina 48,italian,,,,,,,,,,+32 3 344 66 63,,48,2000.0,Sint-Aldegondiskaai,,,Mo off; Tu-Su 12:00-22:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730799360,restaurant,Ellis Gourmet Burger Eilandje,,,,,,,0.12,,1.0,0.86,,yes,52-54,,Sint-Aldegondiskaai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,Terrace Accesible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730799362,restaurant,Roest,,https://www.roest.be,,,,,0.0,,0.0,1.17,+32 3 298 73 59,,64,2000.0,Sint-Aldegondiskaai,,contact@roest.be,"Mo-Fr 12:00-14:15,17:30-21:30; Sa 12:00-21:30; Su 09:30-21:00",,,,,,yes,,,,,,,,,,,,,,,,,,lift_accessible,,,,2.8,,,,,,,,,,,,elevator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730819685,restaurant,Món,,https://www.monantwerp.com,,,,,,,,,+32 3 345 67 89,,30,2000.0,Sint-Aldegondiskaai,,info@monantwerp.com,"Mo-Sa 12:00-14:30,18:00-22:00; Su 12:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4731046522,restaurant,Pyramide,kebab;pizza;steak_house,,,,,,,,,,+32 3 354 58 52,,,2110.0,,,,Mo-Su 16:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pyramide.wijnegem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4734975170,restaurant,Estrela do Mar,portuguese,,,,,,,,,,+32 484 73 69 30,,96,2060.0,Ellermanstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4734975173,restaurant,Orymaz,asian,https://www.orymaz.be/,,,,,,,,,+32 3 888 10 88,,10,2000.0,Godefriduskaai,,info@orymaz.be,"Tu,We,Fr-Su 12:00-14:30,18:00-22:30; Th 18:00-22:30; Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambodia,,https://www.facebook.com/Restaurant-Orymaz-372297839926505/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4734975174,restaurant,Balls & Glory,,https://ballsnglory.be/antwerpen/,2023-11-11,,no,,0.0,no,0.0,1.1,+32 3 568 61 24,yes,1,2000.0,Theaterplein,yes,antwerpen@ballsnglory.com,"Mo-Fr 11:30-21:00; Sa,Su 09:00-21:00",,,,,,no,,,,,wlan,,,yes,,,no,,,yes,,limited,,,,,,,,,,,,,,,,,,,,,yes,,survey,,,,,,,,,,,outside,,,,,,,,,,,yes,,,,yes,yes,no,yes,2018,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4743686525,restaurant,Mama's Garden,arab;kebab,http://www.mamasgarden.be,,,,,0.0,,0.0,0.8,,no,,2000.0,Oude Koornmarkt,,info@mamasgarden.be,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4751288682,restaurant,Falafel Hub,falafel;mediterranean,https://falafel-hub.business.site/,,,,,,,,,,,60,2060.0,Diepestraat,,,Tu-Su 12:00 - 20:00,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4756224740,restaurant,LKKRR,pizza,https://www.lkkrr.be,,,no,no,0.15,no,1.0,1.0,+32 3 227 29 00,yes,14,2000.0,Wiegstraat,,,"Mo-Th 11:30-18:00; Fr,Sa 11:30-19:00; Su off",Antwerpen,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4760778361,restaurant,De Burgerij,burger,,,,,,,,,,,,,,,limited,,"Mo-Th 12:00-14:00,17:30-21:30; Fr 12:00-14:00,17:30-22:00; Sa 12:00-22:00; Su 12:00-21:00; PH 12:00-22:00",,,,,,,eilandje@burgerij.be,+32 3 336 66 63,https://burgerij.be/,,,0.0,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,no,no,+32 3 336 66 63,https://reservations.tablebooker.com/?restaurantId=50540547,Burgers voor Burgers,2025-03-04,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4760788726,restaurant,L'Officina,italian,https://www.ristorante-lofficina.be/,,,,,0.34,,2.0,0.73,+32 3 226 92 78,yes,20,2000.0,Verbindingsdok-Westkaai,yes,,"Mo-Sa 12:00-14:30,18:00-22:30; Su off",,,,,,yes,,,,,,,,,,,,,,,,,0.73,,,,,1.08,,,,,,,,,,,,groundfloor,,,,,,,,,,,,,,,,,,,,,,if the weather is nice they open the double large windows as entrance,,,,,,,,,,,,,,,,,,,,,customers,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4760788727,restaurant,WOWCRAB,seafood,https://www.wowcrab.be/,,,,,,,,,+32 3 501 80 88,,19,2000.0,Bataviastraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"niet italiaan niet aangetroffen 241206, wel 'wowcrab' - deel info te bevestigen",,,,,,,,,,,,,,,,,,,italian,Il Capriani,"Mo-Fr 12:00-15:00,17:30-22:00; Sa,Su 17:00-22:00",https://ilcapriani.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4769669550,restaurant,Bavet,,https://bavet.eu,,,no,,0.0,yes,3.0,0.9,,no,9,2000.0,Van Schoonbekeplein,,,"Mo-Fr 11:30-22:30; Sa 12:00-22:00; Su,PH off",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Star Kafee,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4769796429,restaurant,Marcel,,https://www.restaurantmarcel.be/,,,no,,0.07,yes,1.0,1.4,+32 3 336 33 02,yes,13,2000.0,Van Schoonbekeplein,,info@restaurantmarcel.be,"Mo-Fr 12:00-13:30,19:00-21:30; Sa 18:00-21:30; Su,PH off",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,+32 3 233 45 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4769816916,restaurant,Otomat,pizza,https://otomat.be/,,,,,,,,,+32 3 283 48 48,,11,2000.0,Van Schoonbekeplein,,mas@otomat.be,"PH,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00",,,,,,,,,,,,0.0,,yes,,,,,,,,limited,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4769840639,restaurant,Gambero Rosso,italian,,,,,,0.0,,2.0,1.11,+32 3 289 91 06,yes,7,2000.0,Oudeleeuwenrui,,,Su off,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4769840640,restaurant,Volef's,,https://www.volefs.be,,,,,,,,,+32 3 213 33 33,,23,2000.0,Oudeleeuwenrui,,info@volefs.be,"Fr,Sa 18:00-22:00; Su-Th ""group reservations""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4769847041,restaurant,Pazzo,,https://www.pazzo.be/,,,,,,,,,+32 3 232 86 82,,12,2000.0,Oudeleeuwenrui,,contact@pazzo.be,"Sa,Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4770701621,restaurant,Nome,regional;french,https://www.nomeantwerpen.be,,,,,,,,,+32 499 54 83 47,,8,2000.0,Verbindingsdok-Westkaai,,info@nomeantwerpen.be,"Tu-Fr 11:30-15:00,18:00-22:00; Sa 18:00-22:00; Su,Mo off",Antwerpen,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4770711616,restaurant,Zagreb,croatian,https://www.restaurantzagreb.be,,,,,,,,,,,6,2000.0,Londenstraat,,info@restaurantzagreb.be,"Tu-Sa 17:00-22:00; Su 12:00-15:00,17:00-22:00; Mo off",Antwerpen,BE,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4782885778,restaurant,Da Giovanni Eilandje,italian;pizza,https://www.dagiovanni.be,,,,,,,,,+32 3 284 95 86,,41,2000.0,Kattendijkdok-Westkaai,yes,,"Su-Th 11:00-23:00; Fr,Sa 11:00-00:00; Mo off",Antwerpen,BE,,,,,,,,,,,,,,Da Giovanni 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4782885779,restaurant,De Natie,,http://denatie.be/,,,,,,,,,+32 3 296 76 10,,18,2060.0,Van de Wervestraat,,info@denatie.com,Mo-Fr 11:00-23:00; Sa 17:00-23:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/DeNatie/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4803824056,restaurant,Amvrosia,greek,https://www.amvrosia.be/,2024-06-08,,,,,,,,,,47,2000.0,Hoogstraat,,,,Antwerpen,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4809730098,restaurant,Kapitein Zeppos,,https://www.cafezeppos.be,,,,,0.0,,0.0,1.3,+32 3 231 17 89,yes,78,2000.0,Vleminckveld,,,Mo-Su 11:30-22:00+,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4810478457,restaurant,Beni Falafel,falafel,,2025-01-01,,,,,,,,,,188,2018.0,Lange Leemstraat,yes,,"Mo-Th 11:30-15:00,17:00-21:00; Su 12:00-21:00",,,,,,,info@benifalafel.be,+32 3 218 82 11,https://benifalafel.be,,,,,yes,yes,,,,,yes,yes,no,,,yes,2024-12-23,2025-03-09,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-01,Shomrei Hadas Antwerpen,partially,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4811800391,restaurant,Monkey King,chinese,https://www.monkeyking.be,,,,,,,,,+32 3 226 38 11,,12,2060.0,Lange Dijkstraat,yes,monkeyking@skynet.be,"Mo off; Tu,We 17:00-22:00; Th,Fr 11:30-14:00,17:00-22:00; Sa 17:00-23:00; Su 11:30-14:00,17:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,yes,,2022-10-16,,,,,,,,,,https://www.facebook.com/restaurantmonkeyking,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4825518447,restaurant,B23,,https://bistrob23.be,,,,,,,,,+32 3 345 15 14,,23,2000.0,Brouwersvliet,,,"Mo,Tu,Th,Fr 12:00-15:00,18:00-22:00; Sa 18:00-22:00; PH 18:00-22:00; We,Su off; Dec 24,25,28-30 off; Jan 01 off; Aug off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4825551375,restaurant,Ristorante Eilandje,italian;pizza,http://ristoranteeilandje.com/,,,,,,,,,+32 3 232 96 35,,4,2000.0,Bordeauxstraat,,pizzeriaeilandje@hotmail.com,,Antwerpen,BE,,,,,,,,,,,,,,Pizzeria Eilandje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4826827307,restaurant,Hayashi,japanese,https://hayashi.be,,,,,,,,,+32 3 226 28 27,,27,2000.0,Nassaustraat,,hayashi@hotmail.be,"Tu-Fr 12:00-14:00,18:00-22:00; Sa,Su 18:00-22:00; Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4827573656,restaurant,Bacchus,,https://www.bacchusantwerpen.be/,,,,,,,,,+32 3 345 86 55,,128,2000.0,Napelsstraat,,info@bacchusantwerpen.be,"Mo-Fr 11:00-00:00; Sa,Su 16:00-00:00",,,,,,,,,,,,,,,,Bacchus Eetcafé,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Bacchus-caf%C3%A9-1670103559944952/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
